ARCHIVUM PARFUMS | CATÁLOGO MAYORISTA												
Inventario organizado para lectura, búsqueda y filtros. Precios expresados en colones costarricenses.												
Consejo: filtrá por marca, público, concentración o estado de ficha desde los encabezados.												
Código	Perfume	Marca	Público	Presentación	Concentración	Notas principales	Precio mayorista	Tipo	Estado de ficha	Descripción	Imagen	Nombre original exacto
AP-1680	Rose Goldea Blossom Delight	Bvlgari	Unisex	75 ml	EDP	Floral · Oriental · Almizclado · Verde	44000	Perfume	Ficha verificada	Salida: papaya, violet leaf y jazmín. Corazón: rosa, rose leaf y lirio de los valles (muguete). Fondo: bulgarian rose, white musk y ámbar.	img/perfumes/rose_goldea_blossom_delight_75ml_edp_bvlgari_80afbf3f95.webp	ROSE GOLDEA BLOSSOM DELIGHT 75ML EDP BVLGARI
AP-1681	Rose Goldea Blossom Delight	Bvlgari	Unisex	75 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Almizclado	42000	Perfume	Ficha verificada	Salida: lirio de los valles (muguete) y toronja (pomelo). Corazón: rosa y peony. Fondo: white musk y cedro.	img/perfumes/rose_goldea_blossom_delight_75ml_edt_bvlgari_673b90104e.webp	ROSE GOLDEA BLOSSOM DELIGHT 75ML EDT BVLGARI
AP-1678	Rose Goldea Kye Edition	Bvlgari	Mujer	90 ml	EDP	Sin clasificar	44000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/rose_goldea_kye_edition_mujer_90ml_edp_bvlgari_b419982771.webp	ROSE GOLDEA KYE EDITION MUJER 90ML EDP BVLGARI
AP-1679	Rose Goldea The Essence Of The Jeweller	Bvlgari	Mujer	90 ml	EDP	Sin clasificar	46000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/rose_goldea_the_essence_of_the_jeweller_mujer_90ml_edp_bvlgari_76c449d89f.webp	ROSE GOLDEA THE ESSENCE OF THE JEWELLER MUJER 90ML EDP BVLGARI
AP-1711	Amor Amor	Cacharel	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Especiado · Almizclado · Verde	17000	Perfume	Ficha verificada	Salida: grosella negra, naranja, mandarina y toronja (pomelo). Corazón: rosa, chabacano, jazmín y lily. Fondo: vainilla, haba tonka, almizcle y ámbar.	img/perfumes/amor_amor_mujer_100ml_edt_cacharel_cf1696fdda.webp	AMOR AMOR MUJER 100ML EDT CACHAREL
AP-1712	Anais Anais	Cacharel	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Oriental · Gourmand · Cuero · Almizclado · Verde	18000	Perfume	Ficha verificada	Salida: white lily, hiacynth, honeysuckle y galbanum. Corazón: lily, lirio de los valles (muguete), moroccan jasmine y carnation. Fondo: musgo de roble, incense, almizcle y cuero.	img/perfumes/anais_anais_mujer_100ml_edt_cacharel_ad0a466ed0.webp	ANAIS ANAIS MUJER 100ML EDT CACHAREL
AP-1713	Noa	Cacharel	Mujer	100 ml	EDT	Amaderado · Floral · Frutal · Oriental · Gourmand · Almizclado · Verde	20000	Perfume	Ficha verificada	Salida: white musk, peony, fresia y notas verdes. Corazón: lily, lirio de los valles (muguete), green grass y jazmín. Fondo: café, vainilla, sándalo y coriander.	img/perfumes/noa_mujer_100ml_edt_cacharel_6479d6a2d5.webp	NOA MUJER 100ML EDT CACHAREL
AP-1092	Calvin Klein Defy	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Oriental · Especiado · Verde	26000	Perfume	Ficha verificada	Salida: bergamota y lavanda. Corazón: vetiver. Fondo: ámbar.	img/perfumes/calvin_klein_defy_hombre_200ml_edt_calvin_klein_f99fd4abde.webp	CALVIN KLEIN DEFY HOMBRE 200ML EDT CALVIN KLEIN
AP-1098	CK All	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Almizclado · Verde	18000	Perfume	Ficha verificada	Salida: bergamota, mandarina y grapefruit blossom. Corazón: jazmín, rhubarb, fresia y lily. Fondo: almizcle, ámbar y vetiver.	img/perfumes/ck_all_hombre_200ml_edt_calvin_klein_0874edef64.webp	CK ALL HOMBRE 200ML EDT CALVIN KLEIN
AP-1097	CK Be	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: lavanda, notas verdes, bergamota y menta. Corazón: green grass, durazno (melocotón), jazmín y fresia. Fondo: almizcle, sándalo, cedro y vainilla.	img/perfumes/ck_be_hombre_200ml_edt_calvin_klein_5e230cb256.webp	CK BE HOMBRE 200ML EDT CALVIN KLEIN
AP-1714	CK Beauty	Calvin Klein	Mujer	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ck_beauty_mujer_100ml_edp_calvin_klein_d4d632940f.webp	CK BEAUTY MUJER 100ML EDP CALVIN KLEIN
AP-1094	CK Every One	Calvin Klein	Unisex	200 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ck_every_one_unisex_200ml_edp_calvin_klein_1778c0def9.webp	CK EVERY ONE UNISEX 200ML EDP CALVIN KLEIN
AP-1093	CK Free	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Frutal · Gourmand · Especiado · Cuero · Verde	16000	Perfume	Ficha verificada	Salida: juniper berries, star anise, wormwood y jackfruit. Corazón: suede, tobacco, café y buchu or agathosma. Fondo: virginia cedar, oak, pachulí y notas amaderadas.	img/perfumes/ck_free_hombre_100ml_edt_calvin_klein_f89f205170.webp	CK FREE HOMBRE 100ML EDT CALVIN KLEIN
AP-1091	CK Man	Calvin Klein	Unisex	100 ml	EDT	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ck_man_100ml_edt_calvin_klein_c1a42abc82.webp	CK MAN 100ML EDT CALVIN KLEIN
AP-1096	CK One	Calvin Klein	Unisex	100 ml	No indicada	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ck_one_unisex_100ml_edy_calvin_klein_a228bb3710.webp	CK ONE UNISEX 100ML EDY CALVIN KLEIN
AP-1095	CK One	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: limón (lima ácida), notas verdes, bergamota y mandarina. Corazón: lirio de los valles (muguete), jazmín, violeta y rosa. Fondo: acordes verdes, almizcle, cedro y sándalo.	img/perfumes/ck_one_hombre_200ml_edt_calvin_klein_160c7d4019.webp	CK ONE HOMBRE 200ML EDT CALVIN KLEIN
AP-1099	CK One Essence	Calvin Klein	Unisex	100 ml	EDP	Cítrico · Verde · Especiado · Floral · Amaderado · Almizclado · Oriental	24000	Perfume	Ficha verificada	Salida: té blanco, bergamota, naranja sanguina y pimienta negra. Corazón: té verde, menta y geranio. Fondo: almizcle, sándalo australiano, incienso y musgo.	img/perfumes/ck_one_essence_unisex_100ml_edp_calvin_klein_b447d87268.webp	CK ONE ESSENCE UNISEX 100ML EDP CALVIN KLEIN
AP-1100	CK One Gold	Calvin Klein	Unisex	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Verde	24000	Perfume	Ficha verificada	Salida: fig, bergamota y sage. Corazón: neroli, jazmín y violeta. Fondo: vetiver, madera de gaiac y pachulí.	img/perfumes/ck_one_gold_unisex_100ml_edt_calvin_klein_23603047d7.webp	CK ONE GOLD UNISEX 100ML EDT CALVIN KLEIN
AP-1729	CK One Shock	Calvin Klein	Mujer	200 ml	EDT	Amaderado · Floral · Frutal · Oriental · Gourmand · Almizclado	14000	Perfume	Ficha verificada	Salida: passion flower, red poppy y peony. Corazón: mexican chocolate, zarzamora (frambuesa negra), narcissus y jazmín. Fondo: vanille, almizcle, ámbar y pachulí.	img/perfumes/ck_one_shock_mujer_200ml_edt_calvin_klein_064a103d83.webp	CK ONE SHOCK MUJER 200ML EDT CALVIN KLEIN
AP-1715	CK Sheer Beauty	Calvin Klein	Mujer	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ck_sheer_beauty_mujer_100ml_edp_calvin_klein_14e832eb5d.webp	CK SHEER BEAUTY MUJER 100ML EDP CALVIN KLEIN
AP-1716	CK Women	Calvin Klein	Mujer	100 ml	EDP	Sin clasificar	24000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ck_women_mujer_100ml_edp_calvin_klein_f775911401.webp	CK WOMEN MUJER 100ML EDP CALVIN KLEIN
AP-1101	Ckin2u	Calvin Klein	Hombre	150 ml	EDT	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ckin2u_hombre_150ml_edt_calvin_klein_a7a300af02.webp	CKIN2U HOMBRE 150ML EDT CALVIN KLEIN
AP-1728	Ckin2u	Calvin Klein	Mujer	150 ml	EDT	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ckin2u_mujer_150ml_edt_calvin_klein_1d877c6990.webp	CKIN2U MUJER 150ML EDT CALVIN KLEIN
AP-1108	Contradiction	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Cítrico · Especiado · Almizclado · Verde	17000	Perfume	Ficha verificada	Salida: lime, lavanda, limón (lima ácida) y clary sage. Corazón: pimienta, cardamomo, coriander y nuez moscada. Fondo: vetiver, almizcle, sándalo y ebony wood.	img/perfumes/contradiction_hombre_100ml_edt_calvin_klein_309171c165.webp	CONTRADICTION HOMBRE 100ML EDT CALVIN KLEIN
AP-1718	Contradiction	Calvin Klein	Mujer	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/contradiction_mujer_100ml_edp_calvin_klein_526283ee64.webp	CONTRADICTION MUJER 100ML EDP CALVIN KLEIN
AP-1105	Escape	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Verde	14500	Perfume	Ficha verificada	Salida: melón, eucalyptus, mango y toronja (pomelo). Corazón: sea notes, birch, fir y cypress. Fondo: musgo de roble, vetiver, sándalo y ámbar.	img/perfumes/escape_hombre_100ml_edt_calvin_klein_d44eed9213.webp	ESCAPE HOMBRE 100ML EDT CALVIN KLEIN
AP-1717	Escape	Calvin Klein	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Especiado · Almizclado · Verde	14500	Perfume	Ficha verificada	Salida: melón, chamomile, marigold y tagetes. Corazón: durazno (melocotón), lirio de los valles (muguete), carnation y rosa. Fondo: musgo de roble, almizcle, sándalo y ámbar.	img/perfumes/escape_mujer_100ml_edt_calvin_klein_8bd806f809.webp	ESCAPE MUJER 100ML EDT CALVIN KLEIN
AP-2586	Estuche Calvin Klein CK One	Calvin Klein	Hombre	4 pzs. + 200 ml + 15 ml	EDT	Sin clasificar	20000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_calvin_klein_ck_one_hombre_4pzs_200ml_edt_15ml_edt_crema_gel_de_bano_005e92a4c1.webp	ESTUCHE CALVIN KLEIN CK ONE HOMBRE 4PZS 200ML EDT + 15ML EDT + CREMA + GEL DE BAÑO
AP-2438	Estuche Minis Calvin Klein	Calvin Klein	Hombre	4 pzs. + 10 ml	No indicada	Sin clasificar	18000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_minis_calvin_klein_hombre_4pzs_10ml_c_u_2_ck_one_ck_deefy_eternity_nuevo_ccc1e26752.webp	ESTUCHE MINIS CALVIN KLEIN HOMBRE 4PZS 10ML C/U 2 CK ONE + CK DEEFY + ETERNITY NUEVO
AP-2436	Estuche Minis Calvin Klein 4pzs	Calvin Klein	Unisex	4 pzs. + 15 ml	No indicada	Sin clasificar	16000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_minis_calvin_klein_4pzs_unisex_15ml_cada_uno_eternity_obsession_ck_one_escape_52bc9baf2a.webp	ESTUCHE MINIS CALVIN KLEIN 4PZS UNISEX 15ML CADA UNO ETERNITY - OBSESSION - CK ONE - ESCAPE
AP-1109	Eternity	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Almizclado · Verde	19000	Perfume	Ficha verificada	Salida: lavanda, limón (lima ácida), bergamota y mandarina. Corazón: sage, juniper berries, basil y geranio. Fondo: sándalo, almizcle, vetiver y brazilian rosewood.	img/perfumes/eternity_hombre_100ml_edt_calvin_klein_516560e5cf.webp	ETERNITY HOMBRE 100ML EDT CALVIN KLEIN
AP-1720	Eternity	Calvin Klein	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	19000	Perfume	Ficha verificada	Salida: notas verdes, fresia, sage y cítricos. Corazón: carnation, lily, lirio de los valles (muguete) y narcissus. Fondo: almizcle, heliotrope, sándalo y ámbar.	img/perfumes/eternity_mujer_100ml_edp_calvin_klein_cc2ba8a2bb.webp	ETERNITY MUJER 100ML EDP CALVIN KLEIN
AP-1110	Eternity	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Almizclado · Verde	26000	Perfume	Ficha verificada	Salida: lavanda, limón (lima ácida), bergamota y mandarina. Corazón: sage, juniper berries, basil y geranio. Fondo: sándalo, almizcle, vetiver y brazilian rosewood.	img/perfumes/eternity_hombre_200ml_edt_calvin_klein_6825e08108.webp	ETERNITY HOMBRE 200ML EDT CALVIN KLEIN
AP-1721	Eternity Air	Calvin Klein	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Oriental · Almizclado	18000	Perfume	Ficha verificada	Salida: ozonic notes, toronja (pomelo) y grosella negra. Corazón: peony, pera y lirio de los valles (muguete). Fondo: almizcle, cedro y ámbar gris.	img/perfumes/eternity_air_mujer_100ml_edp_calvin_klein_dc25d80898.webp	ETERNITY AIR MUJER 100ML EDP CALVIN KLEIN
AP-1111	Eternity Aqua	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Cítrico · Frutal · Especiado · Almizclado · Verde	17000	Perfume	Ficha verificada	Salida: cucumber, cítricos, notas verdes y flor de loto. Corazón: ciruela, lavanda, sichuan pepper y virginia cedar. Fondo: almizcle, sándalo, pachulí y madera de gaiac.	img/perfumes/eternity_aqua_hombre_100ml_edt_calvin_klein_46c277abe1.webp	ETERNITY AQUA HOMBRE 100ML EDT CALVIN KLEIN
AP-1112	Eternity Aqua	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Frutal · Especiado · Almizclado · Verde	19000	Perfume	Ficha verificada	Salida: cucumber, cítricos, notas verdes y flor de loto. Corazón: ciruela, lavanda, sichuan pepper y virginia cedar. Fondo: almizcle, sándalo, pachulí y madera de gaiac.	img/perfumes/eternity_aqua_hombre_200ml_edt_calvin_klein_a92e6478d9.webp	ETERNITY AQUA HOMBRE 200ML EDT CALVIN KLEIN
AP-1115	Eternity Aromatic Essence	Calvin Klein	Hombre	100 ml	EDP	Amaderado · Cítrico · Frutal · Especiado · Verde	35000	Perfume	Ficha verificada	Salida: juniper berries, sichuan pepper y limón (lima ácida). Corazón: coco y lavanda. Fondo: guatemalan cardamom, cedro de virginia y pachulí.	img/perfumes/eternity_aromatic_essence_hombre_100ml_edp_calvin_klein_8670002469.webp	ETERNITY AROMATIC ESSENCE HOMBRE 100ML EDP CALVIN KLEIN
AP-1723	Eternity Flame	Calvin Klein	Mujer	100 ml	EDP	Cítrico · Floral · Oriental · Gourmand · Almizclado	15000	Perfume	Ficha verificada	Salida: mandarina. Corazón: sweet pea. Fondo: labdanum.	img/perfumes/eternity_flame_mujer_100ml_edp_calvin_klein_f8a391d55c.webp	ETERNITY FLAME MUJER 100ML EDP CALVIN KLEIN
AP-1719	Eternity Moment	Calvin Klein	Mujer	100 ml	EDT	Amaderado · Floral · Frutal · Almizclado	19000	Perfume	Ficha verificada	Salida: litchi, raspberry, melón y guava. Corazón: chinese pink peony, jazmín, water lily y passion flower. Fondo: almizcle, brazilian rosewood, cashmere wood y sándalo.	img/perfumes/eternity_moment_mujer_100ml_edt_calvin_klein_56f29d9463.webp	ETERNITY MOMENT MUJER 100ML EDT CALVIN KLEIN
AP-1113	Eternity Now	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Frutal · Gourmand · Especiado	20000	Perfume	Ficha verificada	Salida: coconut nectar, star anise y jengibre. Corazón: carambola (star fruit), cedro y pachulí. Fondo: vainilla, haba tonka y moroccan cedar.	img/perfumes/eternity_now_hombre_100ml_edt_calvin_klein_a6f4afb026.webp	ETERNITY NOW HOMBRE 100ML EDT CALVIN KLEIN
AP-1114	Eternity Reflections	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Gourmand · Especiado · Verde	16000	Perfume	Ficha verificada	Salida: absinthe. Corazón: chocolate. Fondo: musgo de roble y sándalo.	img/perfumes/eternity_reflections_hombre_100ml_edt_calvin_klein_339cd62330.webp	ETERNITY REFLECTIONS HOMBRE 100ML EDT CALVIN KLEIN
AP-1722	Eternity Reflections	Calvin Klein	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Gourmand	18000	Perfume	Ficha verificada	Salida: pera y blood orange. Corazón: jazmín. Fondo: sándalo.	img/perfumes/eternity_reflections_mujer_100ml_edp_calvin_klein_2a2f2e99cb.webp	ETERNITY REFLECTIONS MUJER 100ML EDP CALVIN KLEIN
AP-1106	Euphoria	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Oriental · Especiado · Cuero · Verde	18000	Perfume	Ficha verificada	Salida: jengibre y pimienta. Corazón: black basil, sage y cedro. Fondo: ámbar, suede, brazilian redwood y pachulí.	img/perfumes/euphoria_hombre_100ml_edt_calvin_klein_0ff898eeb4.webp	EUPHORIA HOMBRE 100ML EDT CALVIN KLEIN
AP-1724	Euphoria	Calvin Klein	Mujer	100 ml	EDP	Amaderado · Floral · Oriental · Gourmand · Verde	23000	Perfume	Ficha verificada	Salida: granada, caqui (pérsimo) y acordes verdes. Corazón: orquídea negra, flor de loto y champaca. Fondo: caoba, ámbar, violeta negra y crema batida.	img/perfumes/euphoria_mujer_100ml_edp_calvin_klein_f281a834a3.webp	EUPHORIA MUJER 100ML EDP CALVIN KLEIN
AP-1727	Euphoria	Calvin Klein	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Verde	20000	Perfume	Ficha verificada	Salida: durazno (melocotón), bergamota y notas verdes. Corazón: orquídea, flor de loto, honeysuckle y champaca. Fondo: sándalo y ámbar.	img/perfumes/euphoria_mujer_100ml_edt_calvin_klein_ac45336faa.webp	EUPHORIA MUJER 100ML EDT CALVIN KLEIN
AP-1725	Euphoria	Calvin Klein	Mujer	160 ml	EDP	Amaderado · Floral · Oriental · Gourmand · Verde	28000	Perfume	Ficha verificada	Salida: granada, caqui (pérsimo) y acordes verdes. Corazón: orquídea negra, flor de loto y champaca. Fondo: caoba, ámbar, violeta negra y crema batida.	img/perfumes/euphoria_mujer_160ml_edp_calvin_klein_a5dc51904f.webp	EUPHORIA MUJER 160ML EDP CALVIN KLEIN
AP-1726	My Euphoria	Calvin Klein	Mujer	100 ml	EDP	Amaderado · Floral · Frutal · Oriental · Especiado	23000	Perfume	Ficha verificada	Salida: grosella negra. Corazón: orquídea, sesame y nardo. Fondo: sándalo, agarwood (oud) y bamboo.	img/perfumes/my_euphoria_mujer_100ml_edp_calvin_klein_d4326c728c.webp	MY EUPHORIA MUJER 100ML EDP CALVIN KLEIN
AP-1731	Obsession	Calvin Klein	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Especiado · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: vainilla, basil, bergamota y mandarina. Corazón: spices, sándalo, coriander y musgo de roble. Fondo: ámbar, incense, vainilla y civet.	img/perfumes/obsession_mujer_100ml_edt_calvin_klein_ac1af50652.webp	OBSESSION MUJER 100ML EDT CALVIN KLEIN
AP-1102	Obsession	Calvin Klein	Hombre	125 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Especiado · Almizclado · Verde	15000	Perfume	Ficha verificada	Salida: canela, lavanda, coriander y mandarina. Corazón: myrhh, nuez moscada, carnation y brazilian rosewood. Fondo: ámbar, vainilla, sándalo y almizcle.	img/perfumes/obsession_hombre_125ml_edt_calvin_klein_8051f93fb0.webp	OBSESSION HOMBRE 125ML EDT CALVIN KLEIN
AP-1103	Obsession	Calvin Klein	Hombre	200 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Especiado · Almizclado · Verde	18000	Perfume	Ficha verificada	Salida: canela, lavanda, coriander y mandarina. Corazón: myrhh, nuez moscada, carnation y brazilian rosewood. Fondo: ámbar, vainilla, sándalo y almizcle.	img/perfumes/obsession_hombre_200ml_edt_calvin_klein_ca65c2ead9.webp	OBSESSION HOMBRE 200ML EDT CALVIN KLEIN
AP-1104	Obsession Night	Calvin Klein	Hombre	125 ml	EDT	Amaderado · Cítrico · Frutal · Gourmand · Especiado · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: pera, cardamomo, abrótano y toronja (pomelo). Corazón: nuez moscada y almizcle. Fondo: vainilla, pachulí y vetiver.	img/perfumes/obsession_night_hombre_125ml_edt_calvin_klein_45e8790a70.webp	OBSESSION NIGHT HOMBRE 125ML EDT CALVIN KLEIN
AP-1107	Truth	Calvin Klein	Hombre	100 ml	EDT	Amaderado · Oriental · Especiado · Verde	17000	Perfume	Ficha verificada	Salida: basil, cardamomo y green leaves. Corazón: fern y resins. Fondo: red cedar, pachulí y exotic woods.	img/perfumes/truth_hombre_100ml_edt_calvin_klein_e19a7320fa.webp	TRUTH HOMBRE 100ML EDT CALVIN KLEIN
